,0
123,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/003880_005020_10.jpg
124,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/004305_008185_10.jpg
125,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/004750_013662_10.jpg
126,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/004680_012723_10.jpg
127,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/004335_008683_10.jpg
128,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/004531_009819_10.jpg
129,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/004642_010849_10.jpg
130,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/004695_012928_10.jpg
131,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/004286_008008_10.jpg
132,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/003918_005558_10.jpg
133,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/004247_008617_10.jpg
134,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/004198_007116_10.jpg
135,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/004642_010978_10.jpg
136,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/004354_008859_10.jpg
137,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/004566_009958_10.jpg
138,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/003815_004131_10.jpg
139,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/004302_008146_10.jpg
140,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/004665_012821_10.jpg
141,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/004451_009489_10.jpg
142,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/004120_006832_10.jpg
143,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/003890_005248_10.jpg
144,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/004227_007367_10.jpg
145,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/004231_007592_10.jpg
146,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/004247_008027_10.jpg
147,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/003925_005632_10.jpg
148,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/004286_008046_10.jpg
149,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/003837_004424_10.jpg
150,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/004655_011538_10.jpg
151,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/004750_013482_10.jpg
152,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/003888_005152_10.jpg
153,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/004665_012655_10.jpg
154,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/004278_007866_10.jpg
155,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/004247_008470_10.jpg
156,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/004661_012172_10.jpg
157,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/004226_007322_10.jpg
158,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/004204_007157_10.jpg
159,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/004490_009570_10.jpg
160,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/004399_009375_10.jpg
161,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/004222_007290_10.jpg
162,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/004665_012616_10.jpg
163,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/004665_012675_10.jpg
164,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/003880_005022_10.jpg
165,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/004311_008286_10.jpg
166,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/004286_007955_10.jpg
167,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/004642_010842_10.jpg
168,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/003822_004216_10.jpg
169,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/004531_009877_10.jpg
170,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/004373_009093_10.jpg
171,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/004661_012319_10.jpg
172,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/004247_008567_10.jpg
173,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/003761_003907_10.jpg
174,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/004661_012054_10.jpg
175,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/004488_009586_10.jpg
176,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/004129_006959_10.jpg
177,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/003878_004950_10.jpg
178,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/003777_003997_10.jpg
179,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/003925_005690_10.jpg
180,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/004247_008513_10.jpg
181,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/003759_003897_10.jpg
182,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/004661_011933_10.jpg
183,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/004661_011714_10.jpg
184,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/003925_005711_10.jpg
185,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/003925_005701_10.jpg
186,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/004661_011752_10.jpg
187,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/003808_004113_10.jpg
188,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/004247_007730_10.jpg
189,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/004693_012889_10.jpg
190,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/004478_009525_10.jpg
191,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/004247_008671_10.jpg
192,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/003941_005824_10.jpg
193,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/004368_008992_10.jpg
194,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/003900_005342_10.jpg
195,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/004339_008743_10.jpg
196,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/004750_013775_10.jpg
197,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/004688_013180_10.jpg
198,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/004286_007941_10.jpg
199,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/004245_007688_10.jpg
200,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/003877_004908_10.jpg
201,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/004688_013028_10.jpg
202,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/004730_013352_10.jpg
203,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/004311_008281_10.jpg
204,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/004240_007650_10.jpg
205,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/004259_007756_10.jpg
206,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/004247_008732_10.jpg
207,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/004688_013021_10.jpg
208,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/004372_009024_10.jpg
209,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/004247_008112_10.jpg
210,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/003803_004031_10.jpg
211,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/004661_011770_10.jpg
212,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/003904_005381_10.jpg
213,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/004688_013406_10.jpg
214,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/004661_012122_10.jpg
215,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/004379_009238_10.jpg
216,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/004646_011028_10.jpg
217,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/004661_011908_10.jpg
218,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/003817_004201_10.jpg
219,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/004260_007764_10.jpg
220,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/004661_012195_10.jpg
221,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/004661_012353_10.jpg
222,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/004688_013404_10.jpg
223,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/004247_007846_10.jpg
224,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/004282_007993_10.jpg
225,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/004379_009233_10.jpg
226,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/004247_008762_10.jpg
227,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/004750_013433_10.jpg
228,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/004282_007965_10.jpg
229,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/004348_008885_10.jpg
230,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/003823_004242_10.jpg
231,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/003815_004146_10.jpg
232,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/004247_008058_10.jpg
233,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/003777_003978_10.jpg
234,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/004247_008364_10.jpg
235,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/004224_007299_10.jpg
236,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/003904_005379_10.jpg
237,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/004480_009549_10.jpg
238,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/003751_003870_10.jpg
239,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/003822_004214_10.jpg
240,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/003878_004965_10.jpg
241,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/004247_007877_10.jpg
242,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/003736_003811_10.jpg
243,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/004376_009149_10.jpg
244,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/004642_010837_10.jpg
245,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/004237_007624_10.jpg
246,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/004304_008175_10.jpg
247,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/004620_010727_10.jpg
248,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/004247_007952_10.jpg
249,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/004661_012238_10.jpg
250,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/004486_009571_10.jpg
251,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/003878_005043_10.jpg
252,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/004231_007527_10.jpg
253,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/004308_008247_10.jpg
254,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/004282_008067_10.jpg
255,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/004681_012753_10.jpg
256,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/003760_003914_10.jpg
257,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/004714_013045_10.jpg
258,/vinbrain/nguyenphan/label_10k_imgs_and_file_name/label_10k_imgs/4/004292_008116_10.jpg
